Title,Price,InStock,Description,Link,Processor,Memory,Storage,Graphics
"HP Victus 16-R0044NE- Intel Core i7-13700H - 16GB Ram - M.2 NVMe 1TB - Nvidia RTX 4050 6GB - 16.1 Inch FHD IPS 144Hz","62500 LE","N/A"," Brand: HP  Model: 16-R0044NE  Type: Laptop  Processor: 13th Generation Intel Core i7-13700H (Cache 24MB, up to 5.00GHz, 14 Cores)  Ram: 16GB (2 x 8GB) DDR5-5200 MHz  Hard Drive: 1TB PCIe Gen4 NVMe TLC M.2 SSD  Video Graphics: NVIDIA GeForce RTX 4050 6GB GDDR6  Display: 16.1  FHD (1920 x 1080) 144Hz, IPS  Operating System: FreeDOS  Battery: 4-cell, 70 Wh Li-ion Polymer    ","https://www.sigma-computer.com/item?id=5978&name=HP_Victus_16-R0044NE-_Intel_Core_i7-13700H_-_16GB_Ram_-_M.2_NVMe_1TB_-_Nvidia_RTX_4050_6GB_-_16.1_Inch_FHD_IPS_144Hz","16GB_Ram","M.2_NVMe_1TB","Nvidia_RTX_4050_6GB","16.1_Inch_FHD_IPS_144Hz"
"Laptop HP Victus 16-E1002NE - AMD Ryzen 5 6600H - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800Mhz - 512GB SSD NVMe - 16.1 FHD IPS 144 Hz","36999 LE","N/A"," Processor  AMD Ryzen 5-6600H  Video graphics  NVIDIA® GeForce RTX™ 3050 4GB  Video graphics Memorey  4 GB GDDR6  RAM  16 GB DDR5-4800 MHz RAM (2 x 8 GB)  Hard drive  512 GB PCIe® NVMe™ TLC M.2 SSD  Display  16.1  diagonal, FHD, 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  Display Resolution  1920 X 1080  Display Refresh Rate  144 Hz          ","https://www.sigma-computer.com/item?id=5977&name=Laptop_HP_Victus_16-E1002NE_-_AMD_Ryzen_5_6600H_-_NVIDIA_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800Mhz_-_512GB_SSD_NVMe_-_16.1_FHD_IPS_144_Hz","AMD_Ryzen_5_6600H","NVIDIA_GeForce_RTX_3050_4GB","16GB_DDR5_4800Mhz","512GB_SSD_NVMe"
"Laptop HP Victus 16-r0045ne - Intel Core I7 13700H - Nvidia GeForce RTX 4050 6GB - 16G DDR 5 5200 MHz - SSD 1TB NVMe - 16.1 inch FHD IPS 144Hz","50499 LE"," In Stock  "," 13th Generation Intel® Core™ i7 processor  Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)  Discrete  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated  16 GB DDR5-5200 MHz RAM (2 x 8 GB)  1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD  40.9 cm (16.1 ) diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  Full-size, backlit, moonstone grey keyboard with numeric keypad                            ","https://www.sigma-computer.com/item?id=5960&name=Laptop_HP_Victus_16-r0045ne_-_Intel_Core_I7_13700H_-_Nvidia_GeForce_RTX_4050_6GB_-_16G_DDR_5_5200_MHz_-_SSD_1TB_NVMe_-_16.1_inch_FHD_IPS_144Hz","Intel_Core_I7_13700H","Nvidia_GeForce_RTX_4050_6GB","16G_DDR_5_5200_MHz","SSD_1TB_NVMe"
"HP-CI7- Victus 16-r0046ne - i7-13700H 16 GB DDR5  1T SSD  16.1 144 Hz NVIDIA   GeForce RTX    4050","50499 LE"," In Stock  ","   13th Generation Intel® Core™ i7 processor  Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)   Discrete,  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated)  16 GB DDR5-5200 MHz RAM (2 x 8 GB)  1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD  40.9 cm (16.1 ) diagonal, FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC        ","https://www.sigma-computer.com/item?id=5959&name=HP-CI7-_Victus_16-r0046ne_-_i7-13700H_16_GB_DDR5__1T_SSD__16.1_144_Hz_NVIDIA___GeForce_RTX____4050","N/A","N/A","N/A","N/A"
"Laptop HP Victus 15-fa1106ne - Intel Core I7 13700H - Nvidia GeForce RTX 4050 6GB - 16G DDR 4 3200 MHz - SSD 512GB NVMe - 16.1 inch FHD IPS 144Hz","58700 LE","N/A","     13th Generation Intel® Core™ i7 processor  Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated)  16 GB DDR4-3200 MHz RAM (2 x 8 GB)  512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD  39.6 cm (15.6 ) diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  Full-size, backlit, ceramic white keyboard with numeric keypad        ","https://www.sigma-computer.com/item?id=5958&name=Laptop_HP_Victus_15-fa1106ne_-_Intel_Core_I7_13700H_-_Nvidia_GeForce_RTX_4050_6GB_-_16G_DDR_4_3200_MHz_-_SSD_512GB_NVMe_-_16.1_inch_FHD_IPS_144Hz","Intel_Core_I7_13700H","Nvidia_GeForce_RTX_4050_6GB","16G_DDR_4_3200_MHz","SSD_512GB_NVMe"
"HP Victus 15-fa1105ne-Intel   Core    i7-13700H-NVIDIA GeForce RTX 4050 6GB-16GB DDR4-3200-512 GB PCIe   Gen4 NVMe-15.6","49499 LE","N/A","   Victus Gaming Laptop 15-fa1105ne  Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads) 1 2   Discrete,  NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated)  16 GB DDR4-3200 MHz RAM (2 x 8 GB)  512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD  39.6 cm (15.6 ) diagonal, FHD (1920 x 1080), 144 Hz, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC  Full-size, backlit, mica silver keyboard with numeric keypad  ","https://www.sigma-computer.com/item?id=5957&name=HP_Victus_15-fa1105ne-Intel___Core____i7-13700H-NVIDIA_GeForce_RTX_4050_6GB-16GB_DDR4-3200-512_GB_PCIe___Gen4_NVMe-15.6","N/A","N/A","N/A","N/A"
"Laptop HP Victus 16-E1027ne - AMD Ryzen 5 6600H - Nvidia GeForce RTX 3050 4GB - 16GB DDR5 4800 MHz - 512GB NVMe SSD - 16.1 FHD IPS 144 Hz","33999 LE"," In Stock  "," ضمــــــــان سنـــــــــة HP Victus 16-E1027ne laptop specs:  Processor: AMD Ryzen 5 6600H Graphics: NVIDIA GeForce RTX 3050 4GB GDDR6 dedicated memory RAM: 16 GB DDR5-4800 MHz (2 x 8 GB) Storage: 512 GB PCIe NVMe TLC M.2 SSD Display: 16.1  diagonal FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC   ","https://www.sigma-computer.com/item?id=5955&name=Laptop_HP_Victus_16-E1027ne_-_AMD_Ryzen_5_6600H_-_Nvidia_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800_MHz_-_512GB_NVMe_SSD_-_16.1_FHD_IPS_144_Hz","AMD_Ryzen_5_6600H","Nvidia_GeForce_RTX_3050_4GB","16GB_DDR5_4800_MHz","512GB_NVMe_SSD"
"Laptop HP Victus 16-E1026ne - AMD Ryzen 5 6600H - Nvidia GeForce RTX 3050 4GB - 16GB DDR5 4800 MHz - 512GB NVMe SSD - 16.1 FHD IPS 144 Hz","33999 LE"," In Stock  "," ضمــــــــان سنــــــــة   Model: HP Victus 16-E1026NE Processor: AMD Ryzen 5 6600H Graphics Card: Nvidia GeForce RTX 3050, 4GB GDDR6 RAM: 16GB DDR5-4800MHz (2 x 8GB) Storage: 512GB PCIe® NVMe™ TLC M.2 SSD Display: 16.1  diagonal, FHD (1920 x 1080), 144Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC Operating System: DOS Keyboard: Full-size, backlit, mica silver with numeric keypad   ","https://www.sigma-computer.com/item?id=5954&name=Laptop_HP_Victus_16-E1026ne_-_AMD_Ryzen_5_6600H_-_Nvidia_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800_MHz_-_512GB_NVMe_SSD_-_16.1_FHD_IPS_144_Hz","AMD_Ryzen_5_6600H","Nvidia_GeForce_RTX_3050_4GB","16GB_DDR5_4800_MHz","512GB_NVMe_SSD"
"Laptop HP Victus FB0072NIA - AMD Ryzen 5 5600H - AMD Radeon RX 6500M 4GB - 8GB DDR4 3200 MHz - 512GB NVMe SSD - 15.6 FHD IPS 144 Hz","27999 LE"," In Stock  "," ضمـــــان سنـــــــة  Processor: AMD Ryzen™ 5 5600H (up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads) Graphics: AMD Radeon™ RX 6500M (4 GB GDDR6 dedicated) RAM: 8 GB DDR4-3200 MHz (1 x 8 GB) Storage: 512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD Display: 15.6  Full HD (1920 x 1080), 144 Hz refresh rate, 9 ms response time, IPS, micro-edge, anti-glare, 250 nits brightness, 45% NTSC color gamut Keyboard: Full-size, backlit, ceramic white with numeric keypad   ","https://www.sigma-computer.com/item?id=5951&name=Laptop_HP_Victus_FB0072NIA_-_AMD_Ryzen_5_5600H_-_AMD_Radeon_RX_6500M_4GB_-_8GB_DDR4_3200_MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_144_Hz","AMD_Ryzen_5_5600H","AMD_Radeon_RX_6500M_4GB","8GB_DDR4_3200_MHz","512GB_NVMe_SSD"
"Laptop HP Victus FB0071NIA - AMD Ryzen 5 5600H - AMD Radeon RX 6500M 4GB - 8GB DDR4 3200 MHz - 512GB NVMe SSD - 15.6 FHD IPS 144 Hz","27499 LE"," In Stock  "," ضمـــــان سنـــــــة  Processor: AMD Ryzen™ 5 5600H (up to 4.2 GHz max boost, 6 cores, 12 threads, 16 MB L3 cache) Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB) Storage: 512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD Display: 15.6  Full HD (1920 x 1080), 144 Hz refresh rate, 9 ms response time, IPS, anti-glare, 250 nits brightness, 45% NTSC color gamut Keyboard: Full-size, backlit, mica silver with numeric keypad Graphics: AMD Radeon™ RX 6500M Graphics with 4 GB GDDR6 dedicated VRAM   ","https://www.sigma-computer.com/item?id=5949&name=Laptop_HP_Victus_FB0071NIA_-_AMD_Ryzen_5_5600H_-_AMD_Radeon_RX_6500M_4GB_-_8GB_DDR4_3200_MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_144_Hz","AMD_Ryzen_5_5600H","AMD_Radeon_RX_6500M_4GB","8GB_DDR4_3200_MHz","512GB_NVMe_SSD"
"SAMSUNG 870 QVO 8TB SATA III 2.5","24999 LE"," In Stock  "," ضمـــــــــــان سنـــــــــــه  The 870 QVO is Samsung’s latest 2nd gen. QLC SSD and the largest of its kind that provides up to 8TB of storage*. Offering an incredible upgrade for everyday PC users who want to ramp-up their desktop PC or laptop to the largest available storage in the market* without compromising on performance.  With an expanded SATA interface limit of 560/530 MB/s sequential speeds, the 870 QVO improves random access speed and sustained performance. Intelligent TurboWrite accelerates write speeds and maintains long-term high performance with a larger variable buffer.                      ","https://www.sigma-computer.com/item?id=5948&name=SAMSUNG_870_QVO_8TB_SATA_III_2.5","N/A","N/A","N/A","N/A"
"SAMSUNG 870 4TB QVO SATA III 2.5","13999 LE"," In Stock  "," ضمـــــــــــان سنـــــــــــه  With an expanded SATA interface limit of 560/530 MB/s sequential speeds, the 870 QVO improves random access speed and sustained performance. Intelligent TurboWrite accelerates write speeds and maintains long-term high performance with a larger variable buffer.  The groundbreaking capacity of the 870 QVO doubles  its reliability from 1,440 TBW to up to 2,880 TBW, using a refined ECC (error-correcting code) algorithm for stable performance. Plus,for ultimate peace of mind.  Upgrading to 870 QVO is now easier than ever for anyone with a desktop PC or laptop that supports a standard 2.5-inch SATA form factor. Simply plug in the 870 QVO into a SATA slot and let the updated migration software take care of the rest.  Keep your SSD in check with Samsung Magician 6.1 software. Manage your drive and enhance its performance with a wide range of useful tools to keep up with the latest updates and monitor the drive's health and status.                      ","https://www.sigma-computer.com/item?id=5945&name=SAMSUNG_870_4TB_QVO_SATA_III_2.5","N/A","N/A","N/A","N/A"
"Lenovo 135W Slim Tip AC Adapter","1499 LE","N/A"," Connectivity Technology USB Connector Type USB Compatible Devices Laptops Input Voltage 240 Volts Mounting Type Wall Mount Amperage 6.75 Amps Total USB Ports 1 Wattage 135 watts Output Current 6.75 Amps        ","https://www.sigma-computer.com/item?id=5942&name=Lenovo_135W_Slim_Tip_AC_Adapter","N/A","N/A","N/A","N/A"
"UGREEN USB-A TO 2.5-INCH SATA CONVERTER 50CM     70609","700 LE","N/A"," Port SATA Length 50cm Compatible Devices Laptop, TV, PC, Router, Xbox Connector Type USB, USB 3.0 Package Dimensions 4.61 x 4.53 x 0.75 inches  ","https://www.sigma-computer.com/item?id=5931&name=UGREEN_USB-A_TO_2.5-INCH_SATA_CONVERTER_50CM_____70609","N/A","N/A","N/A","N/A"
"Crucial 8GB DDR5-4800 SODIMM","1299 LE"," In Stock  "," Crucial DDR5 Laptop Memory can empower your computer to transfer 50% more data than DDR4 at launch, resulting in faster load times, file transfers, downloads, refresh rates and less lag time.  ","https://www.sigma-computer.com/item?id=5894&name=Crucial_8GB_DDR5-4800_SODIMM","N/A","N/A","N/A","N/A"
"Crucial 32GB DDR5-4800 SODIMM","4249 LE","N/A"," Crucial DDR5 Laptop Memory can empower your computer to transfer 50% more data than DDR4 at launch, resulting in faster load times, file transfers, downloads, refresh rates and less lag time.                    ","https://www.sigma-computer.com/item?id=5893&name=Crucial_32GB_DDR5-4800_SODIMM","N/A","N/A","N/A","N/A"
" Redragon M690 PRO Wireless Gaming Mouse  8000 DPI Wired Wireless Gamer Mouse w  Rapid Fire Key  8 Macro Buttons  Ergonomic Design for PC Mac Laptop","1549 LE"," In Stock  "," Wireless for Boundless Winning:  The 2.4Ghz wireless enables working distances up to 10 meters (or approx. 30ft) with a little-to-no delay or signal drops. Giving the best play gaming experience and taking your shot with precise timing to victory. Acme Adjustable DPI to 8000: Geared with 5 onboard DPI levels (500/1000/2000/3000/8000) which allow your mouse movements to be registered to each pinpoint location. 5 DPI levels are free to DIY with software, enabling gamers to switch swiftly in the game. Easy Keybinding with Macro:  All 8 programmable buttons are editable with customizable tactical keybinds in whatever game or work you are engaging. 1 rapid fire + 2 side macro buttons offer you better gaming and working experience. Ultra Long-lasting Core: Equipped with the PAW3104 Optical Pixart sensor, the mouse consumption is further optimized with 1000Hz Polling Rate in dual mode. Durable rechargeable battery keeps the mouse working up to 87 hours at maximum (eco-mode). Strong Compatibility:  Works for Windows 7/8/10/XP/Vista/ME/2000/Mac10.x, etc. For Mac OS, the sided buttons are not available. Ideal for work or entertainment in home and office.                        ","https://www.sigma-computer.com/item?id=5891&name=_Redragon_M690_PRO_Wireless_Gaming_Mouse__8000_DPI_Wired_Wireless_Gamer_Mouse_w__Rapid_Fire_Key__8_Macro_Buttons__Ergonomic_Design_for_PC_Mac_Laptop","N/A","N/A","N/A","N/A"
"Laptop Dell G15 5530 - Intel Core i7 13650HX - Nvidia GeForce RTX 3050 6GB - 16GB DDR5 4800MHz - 512GB NVMe SSD - 15.6 inch FHD 120Hz - windows 11","46499 LE","N/A"," Dell G15 5530 INTEL CORE I7-13650HX 512GB SSD 16GB RAM NVIDIA GEFORCE RTX 3050 6GB 15.6'' INCH FHD   Intel Core I7-13650HX  NVIDIA GeForce RTX 3050 6GB  RAM 16GB, 2x8GB, DDR5, 4800MHz   512GB, M.2, PCIe NVMe, SSD  15.6  FHD (1920x1080) 120Hz Display  1920 X 1080  Arabic Qwerty 4-Zone RGB Backlit Keyboard with Numeric Keypad and G-Key  win 11              ","https://www.sigma-computer.com/item?id=5886&name=Laptop_Dell_G15_5530_-_Intel_Core_i7_13650HX_-_Nvidia_GeForce_RTX_3050_6GB_-_16GB_DDR5_4800MHz_-_512GB_NVMe_SSD_-_15.6_inch_FHD_120Hz_-_windows_11","Intel_Core_i7_13650HX","Nvidia_GeForce_RTX_3050_6GB","16GB_DDR5_4800MHz","512GB_NVMe_SSD"
"LOGITECH MOUSE M171 WL BLUE GREY-910-006866","475 LE","N/A","   Wireless range may vary based on user, environmental and computing conditions of wireless freedom with a strong, reliable USB receiver. That means no delays, no dropouts. M171 is compatible with Windows, macOS, Chrome OS and Linux and works instantly when you plug the USB receiver into your computer or laptop.  Easy navigation thanks to a controlled line-by-line scrolling and optical tracking. The optical sensor gives you smooth and accurate cursor control on almost any surface. That means accurate mouse movements with no more annoying missed clicks.  The mouse is built with the same high quality standards that have made Logitech the global leader for mice and keyboards13*Based on independent                                                               ","https://www.sigma-computer.com/item?id=5847&name=LOGITECH_MOUSE_M171_WL_BLUE_GREY-910-006866","N/A","N/A","N/A","N/A"
"LOGITECH MOUSE M171 WL Rose M171 910-006865","475 LE","N/A","   Wireless range may vary based on user, environmental and computing conditions of wireless freedom with a strong, reliable USB receiver. That means no delays, no dropouts. M171 is compatible with Windows, macOS, Chrome OS and Linux and works instantly when you plug the USB receiver into your computer or laptop.  Easy navigation thanks to a controlled line-by-line scrolling and optical tracking. The optical sensor gives you smooth and accurate cursor control on almost any surface. That means accurate mouse movements with no more annoying missed clicks.  The mouse is built with the same high quality standards that have made Logitech the global leader for mice and keyboards13*Based on independent                                                         ","https://www.sigma-computer.com/item?id=5846&name=LOGITECH_MOUSE_M171_WL_Rose_M171_910-006865","N/A","N/A","N/A","N/A"
"Black White World Map Large Gaming Mouse Pad with Stitched Edge Non-Slip Big Rubber Base Keyboard Desk Mat for Laptop Work Office Home Computer","200 LE","N/A","   Color Black And White Vector World Map Mouse Pad 30x80 Special Features Non slip, Washable Material fabric, Rubber Item Shape Rectangular Size One Size  ","https://www.sigma-computer.com/item?id=5833&name=Black_White_World_Map_Large_Gaming_Mouse_Pad_with_Stitched_Edge_Non-Slip_Big_Rubber_Base_Keyboard_Desk_Mat_for_Laptop_Work_Office_Home_Computer","N/A","N/A","N/A","N/A"
"Lexar NS100 2.5 SATA III 6Gb s SSD Up To 550MB s Read Internal 512G SSD Solid State Drive","1499 LE"," In Stock  "," ضمـــــــــان ثـــــلاث سنـــــــــــوات Improve your existing system’s performance with the Lexar® NS100 2.5” SATA III (6Gb/s) solid-state drive (SSD). This easy upgrade gives you faster boot-ups, application load times, and data transfers turning your old computer from dinosaur to dynamo with read speeds of up to 550MB/s1. It is also cooler, quieter, and uses less battery life than a traditional hard disk drive.  With the NS100 SSD you can save time and money by upgrading your laptop or PC. With improved performance and read speeds of up to 550MB/s1, it will make boot-ups, data transfers and application load times a breeze.              ","https://www.sigma-computer.com/item?id=5832&name=Lexar_NS100_2.5_SATA_III_6Gb_s_SSD_Up_To_550MB_s_Read_Internal_512G_SSD_Solid_State_Drive","N/A","N/A","N/A","N/A"
" Asus TUF F15 FX507ZC4-HN081W Gaming Laptop-Intel Core i5-12500H-GeForce RTX 3050 4GB-8GB DDR4-3200-512GB M.2 NVMe-15.6-inch  FHD 144HZ-Windows 11","37199 LE","N/A","      Asus TUF FX507ZC4-HN081W Gaming Laptop  Processor: 12th Gen Intel® Core™ i5-12500H (2.5 GHz, up to 4.5 GHz, 12 cores) Graphics: NVIDIA® GeForce RTX™ 3050 (4GB GDDR6) Memory: 8GB DDR4-3200 (upgradable to 32GB, dual-channel support) Storage: 512GB PCIe® 3.0 NVMe™ M.2 SSD Display: 15.6-inch FHD (1920 x 1080), 144Hz refresh rate, Anti-glare, Adaptive-Sync  With Windows 11 pre-installed, this gaming laptop delivers powerful performance, a high-refresh-rate display, and great graphics capabilities for an immersive gaming experience.             ","https://www.sigma-computer.com/item?id=5813&name=_Asus_TUF_F15_FX507ZC4-HN081W_Gaming_Laptop-Intel_Core_i5-12500H-GeForce_RTX_3050_4GB-8GB_DDR4-3200-512GB_M.2_NVMe-15.6-inch__FHD_144HZ-Windows_11","N/A","N/A","N/A","N/A"
"LEXAR SSD Lexar NS100 128GB 2.5 SATA Uup to 550MB s","549 LE","N/A","   Give your laptop or PC computer a boost  With the NS100 SSD you can save time and money by upgrading your laptop or PC. With improved performance and read speeds of up to 550MB/s1, it will make boot-ups, data transfers and application load times a breeze.  Performance problems are behind you  The NS100 SSD gets rid of your computers performance anxiety from having an old traditional hard drive and allows it to take center stage with more speed and storage space than ever had before2 .    ","https://www.sigma-computer.com/item?id=5804&name=LEXAR_SSD_Lexar_NS100_128GB_2.5_SATA_Uup_to_550MB_s","N/A","N/A","N/A","N/A"
"Laptop Lenovo Legion Pro 5 82WK008RAX - Intel Core i7 13700HX - NVIDIA GeForce RTX 4060 8GB -16GB DDR5 4800 MHz -1TB NVMe SSD -16 2.5K IPS 240Hz","71999 LE"," In Stock  "," Processor  Intel® Core™ i7-13700HX, 16C (8P + 8E) / 24T, P-core 2.1 / 5.0GHz, E-core 1.5 / 3.6GHz, 30MB Graphics  NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W Memory  2x 8GB SO-DIMM DDR5-4800 Storage  1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Display  16  WQXGA (2560x1600) IPS 500nits Anti-glare, 100% sRGB, 240Hz, DisplayHDR 400, Dolby® Vision, G-SYNC®, Low Blue Light, High Gaming Performance Keyboard  4-Zone RGB Backlit, Arabic Case Color  Onyx Grey        ","https://www.sigma-computer.com/item?id=5782&name=Laptop_Lenovo_Legion_Pro_5_82WK008RAX_-_Intel_Core_i7_13700HX_-_NVIDIA_GeForce_RTX_4060_8GB_-16GB_DDR5_4800_MHz_-1TB_NVMe_SSD_-16_2.5K_IPS_240Hz","N/A","N/A","N/A","N/A"
"ACER ASPIRE 5 A515-45G-R1KS AMD RYZEN 7-5700U 512GB SSD 8GB RAM 15.6   INCH FHD  AMD RADEON RX640 2GB","19950 LE","N/A","   The Acer Aspire 5 A515-45G-R1KS laptop boasts a robust and dependable AMD Ryzen 7-5700U processor, ensuring smooth application performance. With 8 GB of RAM, it can handle multitasking seamlessly. The 512 GB hard disk offers ample storage space for files, while the RX640 graphics card delivers impressive graphical capabilities. Its 15.6-inch high-resolution display enhances visual clarity, and the laptop's sleek and lightweight design allows for effortless portability and convenient usage on the go.  The Acer Aspire 5 A515-45G-R1KS is a laptop model from Acer's Aspire 5 series. Here are the specifications you provided:  Processor: AMD Ryzen 7-5700U  Storage: 512GB SSD (Solid State Drive)  RAM: 8GB  Graphics: AMD Radeon RX640 with 2GB VRAM  Display: 15.6-inch Full HD (1920x1080) display  ","https://www.sigma-computer.com/item?id=5774&name=ACER_ASPIRE_5_A515-45G-R1KS_AMD_RYZEN_7-5700U_512GB_SSD_8GB_RAM_15.6___INCH_FHD__AMD_RADEON_RX640_2GB","N/A","N/A","N/A","N/A"
"CORSAIR MP600 GS 2TB PCIe 4.0  Gen 4  x4 NVMe M.2 SSD Up To 4800 4500MBs","9999 LE"," In Stock  "," ضمـــــــــان ثـــــلاث سنـــــــــــوات  The CORSAIR MP600 GS provides great storage performance ideal for PCIe Gen4-compatible laptops and notebooks, achieving exceptional sequential read and write speeds.        ","https://www.sigma-computer.com/item?id=5734&name=CORSAIR_MP600_GS_2TB_PCIe_4.0__Gen_4__x4_NVMe_M.2_SSD_Up_To_4800_4500MBs","N/A","N/A","N/A","N/A"
